rec_id, credit_card, birth_date, salary, age, surname, given_name, gender, city, gender2, income, aus_state, income2, city2, city2
 rec-89-dup-0, , 16-07-2009, 103304.665, 94, stan|ey, connor, male, melbourne, f, 210208.820, nsw, 279537.412, canberra, canberra
 rec-89-dup-1, , 16-07-2009, 103304.665, 91, stanlei, connor, male, mekbourn3, f, 210208.820, nsw, 279537.412, canberra, canberra
 rec-89-dup-2, 0794 3961 0521 9934, 16-07-2009, 103304.665, 19, stan1ev, connor, male, meob9urne, f, 210208.820, nsw, 279537.412, canberra, canberra
 rec-89-org, 0794 3961 0521 9934, 16-07-2009, 103304.665, 91, stanley, connor, male, melbourne, f, 210208.820, nsw, 279537.412, canberra, canberra
 rec-90-org, 0598 3117 9408 2407, 13-06-2008, 87135.484, 85, brooker, chelsea, male, sydney, f, 17250.321, nsw, 476862.158, melbourne, melbourne
 rec-91-dup-0, , 26-10-2002, 64192.836, 40, clarcke, samuel, male, meobojrne, m, 52901.472, vic, 43298.735, canberra, canberra
 rec-91-dup-1, 7547 9069 2873 8004, 26-10-2002, 64192.836, 04, c1arlce, samuel, male, melbojtne, m, 52901.472, vic, 43298.735, canberra, canberra
 rec-91-dup-2, 7547 9069 2873 8004, 26-10-2002, 64192.836, 04, klaahke, samuel, male, melhourn4, m, 52901.472, vic, 43298.735, canberra, canberra
 rec-91-dup-3, 7547 9069 2873 8004, 26-10-2002, 64192.836, 70, klaahke, samuel, male, melbo8rne, m, 52901.472, vic, 43298.735, canberra, canberra
 rec-91-dup-4, 7547 9069 2873 8004, 26-10-2002, 64192.836, 04, clarcke, samuel, male, melboj5ne, m, 52901.472, vic, 43298.735, canberra, canberra
 rec-91-org, 7547 9069 2873 8004, 26-10-2002, 64192.836, 40, clarke, samuel, male, melbourne, m, 52901.472, vic, 43298.735, canberra, canberra
 rec-92-org, 9078 9661 7582 7728, 23-10-2003, 97041.366, 21, rudd, lara, female, perth, na, 30912.136, nsw, 317264.997, sydney, sydney
 rec-93-org, 1752 1033 8907 8839, 18-12-2009, 84553.938, 57, leslie, zachary, male, canberra, m, 64476.302, tas, 36089.668, melbourne, melbourne
 rec-94-org, 8192 2857 0188 6434, 28-09-2004, 98377.123, 65, doinbee, charlie, male, perth, m, 37825.453, nsw, 68435.393, hobart, hobart
 rec-95-org, 7123 5826 5563 0115, 31-08-2002, 132694.684, 67, lowe, libby, male, sydney, f, 87319.431, nsw, 463374.362, canberra, canberra
 rec-96-org, 8823 8392 2616 0345, 03-08-2009, 86725.043, 42, scowcroft, lachlan, male, sydney, f, 54055.445, sa, 130064.063, sydney, sydney
 rec-97-org, 7173 6001 9590 2005, 14-12-2004, 171057.400, 58, cure, takeisha, female, hobart, f, 97178.824, vic, 43187.407, sydney, sydney
 rec-98-org, 3273 9286 0573 7923, 24-01-2005, 139717.895, 84, hank, sienna, male, sydney, m, 72693.959, qld, 66759.639, sydney, sydney
 rec-99-org, 8514 4909 5358 5720, 04-12-2008, 104717.004, 8, white, joshua, male, canberra, f, 10709.011, wa, 67660.556, melbourne, melbourne
 
